idx,sample,val
187,0.0116875,0.0733687446595908
188,0.01175,0.07376037970359897
189,0.0118125,0.07415200337282965
190,0.011875,0.07454361560688955
191,0.0119375,0.07493521634538716
192,0.012,0.07532680552793272
193,0.0120625,0.07571838309413825
194,0.012125,0.07610994898361757
195,0.0121875,0.07650150313598628
196,0.01225,0.07689304549086184
197,0.0123125,0.07728457598786351
198,0.012375,0.07767609456661233
199,0.0124375,0.07806760116673121
200,0.0125,0.07845909572784494
201,0.0125625,0.07885057818958013
202,0.012625,0.07924204849156528
203,0.0126875,0.07963350657343073
204,0.012750000000000001,0.08002495237480871
205,0.012812500000000001,0.08041638583533339
206,0.012875000000000001,0.08080780689464082
207,0.012937500000000001,0.08119921549236891
208,0.013000000000000001,0.08159061156815756
209,0.0130625,0.08198199506164856
210,0.013125,0.08237336591248569
211,0.0131875,0.08276472406031463
212,0.01325,0.08315606944478302
213,0.0133125,0.0835474020055405
214,0.013375,0.08393872168223869
215,0.0134375,0.08433002841453112
216,0.0135,0.08472132214207344
217,0.0135625,0.08511260280452321
218,0.013625,0.08550387034154003
219,0.0136875,0.08589512469278551
220,0.01375,0.08628636579792337
221,0.0138125,0.08667759359661928
222,0.013875,0.08706880802854099
223,0.0139375,0.08746000903335832
224,0.014,0.08785119655074317
225,0.0140625,0.08824237052036951
226,0.014125,0.08863353088191339
227,0.0141875,0.08902467757505297
228,0.01425,0.08941581053946852
229,0.0143125,0.0898069297148424
230,0.014375,0.09019803504085915
231,0.0144375,0.09058912645720539
232,0.0145,0.09098020390356992
233,0.0145625,0.09137126731964366
234,0.014625,0.09176231664511976
235,0.014687500000000001,0.09215335181969347
236,0.014750000000000001,0.09254437278306225
237,0.014812500000000001,0.09293537947492578
238,0.014875000000000001,0.09332637183498588
239,0.014937500000000001,0.09371734980294663
240,0.015,0.09410831331851431
241,0.0150625,0.09449926232139745
242,0.015125,0.09489019675130679
243,0.0151875,0.09528111654795532
244,0.01525,0.09567202165105829
245,0.0153125,0.09606291200033325
246,0.015375,0.09645378753549996
247,0.0154375,0.09684464819628054
248,0.0155,0.09723549392239932
249,0.0155625,0.09762632465358302
250,0.015625,0.0980171403295606
251,0.0156875,0.09840794089006338
252,0.01575,0.09879872627482501
253,0.0158125,0.09918949642358145
254,0.015875,0.09958025127607106
255,0.0159375,0.09997099077203452
256,0.016,0.1003617148512149
257,0.0160625,0.1007524234533576
258,0.016125,0.10114311651821048
259,0.0161875,0.10153379398552376
260,0.01625,0.10192445579505004
261,0.0163125,0.10231510188654439
262,0.016375,0.10270573219976423
263,0.0164375,0.1030963466744695
264,0.0165,0.10348694525042253
265,0.0165625,0.1038775278673881
266,0.016625,0.10426809446513347
267,0.0166875,0.10465864498342833
268,0.01675,0.10504917936204494
269,0.0168125,0.10543969754075797
270,0.016875,0.10583019945934458
271,0.0169375,0.10622068505758449
272,0.017,0.10661115427525991
273,0.0170625,0.1070016070521556
274,0.017125,0.1073920433280588
275,0.0171875,0.10778246304275935
276,0.01725,0.10817286613604961
277,0.0173125,0.10856325254772455
278,0.017375,0.10895362221758163
279,0.0174375,0.10934397508542099
280,0.0175,0.10973431109104528
281,0.0175625,0.11012463017425977
282,0.017625000000000002,0.11051493227487241
283,0.017687500000000002,0.11090521733269366
284,0.017750000000000002,0.11129548528753669
285,0.017812500000000002,0.11168573607921724
286,0.017875000000000002,0.11207596964755376
287,0.017937500000000002,0.11246618593236733
288,0.018000000000000002,0.1128563848734817
289,0.0180625,0.11324656641072324
290,0.018125,0.11363673048392113
291,0.0181875,0.11402687703290713
292,0.01825,0.11441700599751572
293,0.0183125,0.11480711731758417
294,0.018375,0.11519721093295235
295,0.0184375,0.11558728678346294
296,0.0185,0.11597734480896137
297,0.0185625,0.11636738494929574
298,0.018625,0.116757407144317
299,0.0186875,0.11714741133387882
300,0.01875,0.11753739745783764
301,0.0188125,0.11792736545605269
302,0.018875,0.11831731526838604
303,0.0189375,0.1187072468347025
304,0.019,0.11909716009486973
305,0.0190625,0.11948705498875821
306,0.019125,0.11987693145624123
307,0.0191875,0.12026678943719496
308,0.01925,0.12065662887149839
309,0.0193125,0.12104644969903339
310,0.019375,0.12143625185968468
311,0.0194375,0.12182603529333985
312,0.0195,0.12221579993988943
313,0.0195625,0.1226055457392268
314,0.019625,0.12299527263124826
315,0.0196875,0.12338498055585302
316,0.01975,0.12377466945294323
317,0.0198125,0.12416433926242397
318,0.019875,0.12455398992420325
319,0.0199375,0.12494362137819202
320,0.02,0.12533323356430426
321,0.0200625,0.12572282642245683
322,0.020125,0.12611239989256962
323,0.0201875,0.12650195391456553
324,0.02025,0.12689148842837042
325,0.0203125,0.1272810033739132
326,0.020375,0.12767049869112573
327,0.0204375,0.12805997431994295
328,0.0205,0.12844943020030286
329,0.0205625,0.1288388662721464
330,0.020625,0.12922828247541768
331,0.0206875,0.12961767875006383
332,0.02075,0.13000705503603502
333,0.0208125,0.13039641127328455
334,0.020875,0.13078574740176882
335,0.0209375,0.13117506336144727
336,0.021,0.1315643590922825
337,0.0210625,0.13195363453424022
338,0.021125,0.13234288962728927
339,0.0211875,0.1327321243114016
340,0.02125,0.13312133852655236
341,0.0213125,0.1335105322127198
342,0.021375,0.13389970530988538
343,0.0214375,0.1342888577580337
344,0.021500000000000002,0.1346779894971526
345,0.021562500000000002,0.13506710046723305
346,0.021625000000000002,0.13545619060826924
347,0.021687500000000002,0.13584525986025858
348,0.021750000000000002,0.13623430816320173
349,0.021812500000000002,0.1366233354571025
350,0.021875000000000002,0.13701234168196802
351,0.021937500000000002,0.1374013267778087
352,0.022,0.13779029068463805
353,0.0220625,0.138179233342473
354,0.022125,0.13856815469133374
355,0.0221875,0.13895705467124364
356,0.02225,0.1393459332222295
357,0.0223125,0.1397347902843213
358,0.022375,0.14012362579755241
359,0.0224375,0.14051243970195954
360,0.0225,0.14090123193758267
361,0.0225625,0.14129000244446516
362,0.022625,0.1416787511626537
363,0.0226875,0.14206747803219835
364,0.02275,0.1424561829931526
365,0.0228125,0.1428448659855732
366,0.022875,0.14323352694952035
367,0.0229375,0.14362216582505768
368,0.023,0.14401078255225216
369,0.0230625,0.14439937707117423
370,0.023125,0.1447879493218977
371,0.0231875,0.14517649924449985
372,0.02325,0.14556502677906144
373,0.0233125,0.14595353186566662
374,0.023375,0.14634201444440303
375,0.0234375,0.14673047445536175
376,0.0235,0.14711891183863737
377,0.0235625,0.147507326534328
378,0.023625,0.14789571848253516
379,0.0236875,0.14828408762336395
380,0.02375,0.14867243389692297
381,0.0238125,0.14906075724332438
382,0.023875,0.1494490576026838
383,0.0239375,0.14983733491512044
384,0.024,0.15022558912075706
385,0.0240625,0.15061382015971997
386,0.024125,0.1510020279721391
387,0.0241875,0.1513902124981479
388,0.02425,0.15177837367788347
389,0.0243125,0.15216651145148638
390,0.024375,0.15255462575910103
391,0.0244375,0.15294271654087527
392,0.0245,0.15333078373696063
393,0.0245625,0.15371882728751224
394,0.024625,0.15410684713268896
395,0.0246875,0.1544948432126532
396,0.02475,0.15488281546757113
397,0.0248125,0.1552707638376125
398,0.024875,0.15565868826295087
399,0.0249375,0.15604658868376334
400,0.025,0.15643446504023087
401,0.0250625,0.15682231727253798
402,0.025125,0.15721014532087305
403,0.0251875,0.15759794912542807
404,0.02525,0.15798572862639884
405,0.0253125,0.15837348376398488
406,0.025375,0.15876121447838948
407,0.025437500000000002,0.15914892070981967
408,0.025500000000000002,0.1595366023984863
409,0.025562500000000002,0.15992425948460398
410,0.025625000000000002,0.16031189190839112
411,0.025687500000000002,0.16069949961006993
412,0.025750000000000002,0.16108708252986642
413,0.025812500000000002,0.16147464060801045
414,0.025875000000000002,0.16186217378473566
415,0.025937500000000002,0.16224968200027962
416,0.026000000000000002,0.1626371651948836
417,0.0260625,0.16302462330879292
418,0.026125,0.1634120562822566
419,0.0261875,0.16379946405552764
420,0.02625,0.16418684656886293
421,0.0263125,0.16457420376252316
422,0.026375,0.16496153557677298
423,0.0264375,0.16534884195188101
424,0.0265,0.1657361228281197
425,0.0265625,0.16612337814576547
426,0.026625,0.1665106078450987
427,0.0266875,0.1668978118664037
428,0.02675,0.16728499014996873
429,0.0268125,0.16767214263608604
430,0.026875,0.16805926926505185
431,0.0269375,0.1684463699771664
432,0.027,0.16883344471273387
433,0.0270625,0.16922049341206247
434,0.027125,0.16960751601546442
435,0.0271875,0.16999451246325598
436,0.02725,0.17038148269575742
437,0.0273125,0.17076842665329311
438,0.027375,0.17115534427619136
439,0.0274375,0.17154223550478467
440,0.0275,0.17192910027940952
441,0.0275625,0.17231593854040655
442,0.027625,0.17270275022812037
443,0.0276875,0.1730895352828998
444,0.02775,0.1734762936450977
445,0.0278125,0.17386302525507108
446,0.027875,0.17424973005318106
447,0.0279375,0.1746364079797929
448,0.028,0.17502305897527604
449,0.0280625,0.175409682980004
450,0.028125,0.1757962799343545
451,0.0281875,0.17618284977870943
452,0.02825,0.1765693924534549
453,0.0283125,0.17695590789898114
454,0.028375,0.1773423960556826
455,0.0284375,0.17772885686395798
456,0.0285,0.17811529026421014
457,0.0285625,0.1785016961968462
458,0.028625,0.1788880746022775
459,0.0286875,0.17927442542091968
460,0.02875,0.17966074859319253
461,0.0288125,0.1800470440595202
462,0.028875,0.1804333117603311
463,0.0289375,0.1808195516360578
464,0.029,0.18120576362713736
465,0.0290625,0.181591947674011
466,0.029125,0.18197810371712422
467,0.0291875,0.182364231696927
468,0.02925,0.18275033155387355
469,0.029312500000000002,0.18313640322842237
470,0.029375000000000002,0.18352244666103637
471,0.029437500000000002,0.18390846179218281
472,0.029500000000000002,0.18429444856233332
473,0.029562500000000002,0.18468040691196386
474,0.029625000000000002,0.18506633678155482
475,0.029687500000000002,0.18545223811159092
476,0.029750000000000002,0.1858381108425614
477,0.029812500000000002,0.1862239549149598
478,0.029875000000000002,0.18660977026928413
479,0.029937500000000002,0.18699555684603678
480,0.03,0.1873813145857246
481,0.0300625,0.18776704342885897
482,0.030125,0.18815274331595563
483,0.0301875,0.18853841418753478
484,0.03025,0.18892405598412113
485,0.0303125,0.18930966864624388
486,0.030375,0.18969525211443672
487,0.0304375,0.1900808063292378
488,0.0305,0.19046633123118986
489,0.0305625,0.19085182676084012
490,0.030625,0.19123729285874028
491,0.0306875,0.19162272946544662
492,0.03075,0.19200813652152002
493,0.0308125,0.19239351396752583
494,0.030875,0.19277886174403402
495,0.0309375,0.19316417979161915
496,0.031,0.19354946805086023
497,0.0310625,0.1939347264623411
498,0.031125,0.19431995496665
499,0.0311875,0.1947051535043799
500,0.03125,0.19509032201612825
501,0.0313125,0.19547546044249733
502,0.031375,0.1958605687240939
503,0.0314375,0.19624564680152945
504,0.0315,0.19663069461542007
505,0.0315625,0.19701571210638652
506,0.031625,0.19740069921505438
507,0.0316875,0.19778565588205368
508,0.03175,0.19817058204801935
509,0.0318125,0.19855547765359088
510,0.031875,0.19894034263941257
511,0.0319375,0.1993251769461334
512,0.032,0.19970998051440703
513,0.0320625,0.20009475328489196
514,0.032125,0.20047949519825137
515,0.0321875,0.20086420619515324
516,0.03225,0.20124888621627032
517,0.0323125,0.2016335352022801
518,0.032375,0.20201815309386487
519,0.0324375,0.2024027398317117
520,0.0325,0.2027872953565125
521,0.0325625,0.20317181960896397
522,0.032625,0.20355631252976764
523,0.0326875,0.20394077405962985
524,0.03275,0.2043252041392618
525,0.0328125,0.2047096027093796
526,0.032875,0.20509396971070412
527,0.0329375,0.20547830508396114
528,0.033,0.20586260876988133
529,0.0330625,0.2062468807092002
530,0.033125,0.2066311208426582
531,0.0331875,0.20701532911100068
532,0.03325,0.2073995054549779
533,0.0333125,0.207783649815345
534,0.033375,0.20816776213286214
535,0.0334375,0.20855184234829438
536,0.0335,0.2089358904024117
537,0.0335625,0.20931990623598906
538,0.033625,0.20970388978980642
539,0.0336875,0.21008784100464864
540,0.03375,0.21047175982130567
541,0.0338125,0.21085564618057237
542,0.033875,0.21123950002324865
543,0.0339375,0.21162332129013942
544,0.034,0.21200710992205463
545,0.0340625,0.21239086585980926
546,0.034125,0.21277458904422328
547,0.0341875,0.2131582794161218
548,0.03425,0.2135419369163349
549,0.0343125,0.2139255614856978
550,0.034375,0.21430915306505077
551,0.0344375,0.21469271159523914
552,0.0345,0.21507623701711337
553,0.0345625,0.21545972927152907
554,0.034625,0.21584318829934687
555,0.0346875,0.2162266140414326
556,0.03475,0.21661000643865713
557,0.0348125,0.2169933654318966
558,0.034875,0.21737669096203222
559,0.0349375,0.21775998296995036
560,0.035,0.21814324139654256
561,0.0350625,0.21852646618270558
562,0.035125,0.21890965726934136
563,0.035187500000000003,0.219292814597357
564,0.035250000000000004,0.2196759381076648
565,0.035312500000000004,0.22005902774118236
566,0.035375000000000004,0.2204420834388324
567,0.035437500000000004,0.2208251051415429
568,0.035500000000000004,0.22120809279024714
569,0.035562500000000004,0.2215910463258836
570,0.035625000000000004,0.221973965689396
571,0.035687500000000004,0.22235685082173343
572,0.035750000000000004,0.22273970166385015
573,0.035812500000000004,0.22312251815670572
574,0.035875000000000004,0.2235053002412651
575,0.035937500000000004,0.22388804785849842
576,0.036000000000000004,0.2242707609493812
577,0.0360625,0.22465343945489424
578,0.036125,0.2250360833160238
579,0.0361875,0.2254186924737613
580,0.03625,0.22580126686910368
581,0.0363125,0.22618380644305308
582,0.036375,0.22656631113661713
583,0.0364375,0.2269487808908088
584,0.0365,0.2273312156466464
585,0.0365625,0.22771361534515377
586,0.036625,0.22809597992736
587,0.0366875,0.22847830933429972
588,0.03675,0.2288606035070129
589,0.0368125,0.22924286238654495
590,0.036875,0.22962508591394679
591,0.0369375,0.23000727403027474
592,0.037,0.23038942667659057
593,0.0370625,0.23077154379396153
594,0.037125,0.23115362532346043
595,0.0371875,0.23153567120616542
596,0.03725,0.23191768138316027
597,0.0373125,0.23229965579553416
598,0.037375,0.23268159438438188
599,0.0374375,0.2330634970908037
600,0.0375,0.2334453638559054
601,0.0375625,0.23382719462079835
602,0.037625,0.2342089893265994
603,0.0376875,0.23459074791443105
604,0.03775,0.23497247032542132
605,0.0378125,0.23535415650070385
606,0.037875,0.23573580638141778
607,0.0379375,0.2361174199087079
608,0.038,0.23649899702372468
609,0.0380625,0.23688053766762407
610,0.038125,0.2372620417815677
611,0.0381875,0.2376435093067229
612,0.03825,0.2380249401842625
613,0.0383125,0.23840633435536515
614,0.038375,0.23878769176121506
615,0.0384375,0.23916901234300209
616,0.0385,0.23955029604192182
617,0.0385625,0.23993154279917556
618,0.038625,0.24031275255597018
619,0.0386875,0.24069392525351843
620,0.03875,0.24107506083303865
621,0.0388125,0.24145615923575492
622,0.038875,0.24183722040289715
623,0.0389375,0.24221824427570088
624,0.039,0.2425992307954074
625,0.0390625,0.24298017990326387
626,0.039125,0.24336109154052313
627,0.0391875,0.24374196564844378
628,0.03925,0.2441228021682903
629,0.0393125,0.24450360104133287
630,0.039375,0.24488436220884752
631,0.0394375,0.2452650856121161
632,0.0395,0.24564577119242634
633,0.0395625,0.24602641889107163
634,0.039625,0.2464070286493514
635,0.0396875,0.2467876004085708
636,0.03975,0.2471681341100409
637,0.0398125,0.24754862969507857
638,0.039875,0.2479290871050067
639,0.0399375,0.2483095062811539
640,0.04,0.2486898871648548
641,0.0400625,0.24907022969744982
642,0.040125,0.24945053382028548
643,0.0401875,0.24983079947471395
644,0.04025,0.2502110266020936
645,0.0403125,0.2505912151437886
646,0.040375,0.2509713650411691
647,0.0404375,0.25135147623561127
648,0.0405,0.25173154866849706
649,0.0405625,0.25211158228121466
650,0.040625,0.25249157701515795
651,0.0406875,0.25287153281172714
652,0.04075,0.2532514496123281
653,0.0408125,0.25363132735837296
654,0.040875,0.25401116599127993
655,0.0409375,0.2543909654524729
656,0.041,0.25477072568338216
657,0.0410625,0.25515044662544384
658,0.041125,0.2555301282201003
659,0.0411875,0.25590977040879975
660,0.04125,0.25628937313299666
661,0.0413125,0.25666893633415144
662,0.041375,0.2570484599537308
663,0.0414375,0.25742794393320734
664,0.0415,0.25780738821405985
665,0.0415625,0.25818679273777334
666,0.041625,0.2585661574458388
667,0.0416875,0.25894548227975345
668,0.04175,0.25932476718102054
669,0.0418125,0.25970401209114974
670,0.041875,0.2600832169516566
671,0.0419375,0.260462381704063
672,0.042,0.26084150628989694
673,0.0420625,0.26122059065069264
674,0.042125,0.2615996347279907
675,0.0421875,0.26197863846333747
676,0.04225,0.26235760179828604
677,0.0423125,0.2627365246743954
678,0.042375,0.26311540703323094
679,0.0424375,0.26349424881636413
680,0.0425,0.2638730499653729
681,0.0425625,0.26425181042184137
682,0.042625,0.2646305301273598
683,0.0426875,0.265009209023525
684,0.04275,0.2653878470519398
685,0.0428125,0.2657664441542136
686,0.042875,0.2661450002719618
687,0.0429375,0.2665235153468064
688,0.043000000000000003,0.26690198932037557
689,0.043062500000000004,0.2672804221343039
690,0.043125000000000004,0.2676588137302323
691,0.043187500000000004,0.268037164049808
692,0.043250000000000004,0.2684154730346846
693,0.043312500000000004,0.26879374062652217
694,0.043375000000000004,0.26917196676698707
695,0.043437500000000004,0.26955015139775207
696,0.043500000000000004,0.2699282944604964
697,0.043562500000000004,0.27030639589690547
698,0.043625000000000004,0.2706844556486715
699,0.043687500000000004,0.2710624736574928
700,0.043750000000000004,0.27144044986507426
701,0.043812500000000004,0.27181838421312726
702,0.043875000000000004,0.2721962766433695
703,0.043937500000000004,0.27257412709752527
704,0.044,0.27295193551732516
705,0.0440625,0.2733297018445066
706,0.044125,0.2737074260208131
707,0.0441875,0.2740851079879949
708,0.04425,0.27446274768780865
709,0.0443125,0.2748403450620176
710,0.044375,0.2752179000523915
711,0.0444375,0.27559541260070664
712,0.0445,0.2759728826487457
713,0.0445625,0.2763503101382982
714,0.044625,0.2767276950111601
715,0.0446875,0.2771050372091338
716,0.04475,0.2774823366740285
717,0.0448125,0.27785959334765975
718,0.044875,0.27823680717185
719,0.0449375,0.2786139780884279
720,0.045,0.2789911060392293
721,0.0450625,0.27936819096609594
722,0.045125,0.2797452328108769
723,0.0451875,0.28012223151542737
724,0.04525,0.2804991870216095
725,0.0453125,0.2808760992712921
726,0.045375,0.2812529682063504
727,0.0454375,0.2816297937686666
728,0.0455,0.2820065759001294
729,0.0455625,0.2823833145426343
730,0.045625,0.28276000963808345
731,0.0456875,0.28313666112838576
732,0.04575,0.28351326895545675
733,0.0458125,0.2838898330612188
734,0.045875,0.28426635338760103
735,0.0459375,0.28464282987653927
736,0.046,0.2850192624699761
737,0.0460625,0.28539565110986087
738,0.046125,0.28577199573814976
739,0.0461875,0.28614829629680566
740,0.04625,0.2865245527277983
741,0.0463125,0.2869007649731042
742,0.046375,0.28727693297470674
743,0.0464375,0.28765305667459606
744,0.0465,0.28802913601476915
745,0.0465625,0.28840517093722995
746,0.046625,0.28878116138398896
747,0.0466875,0.2891571072970639
748,0.04675,0.2895330086184791
749,0.0468125,0.2899088652902659
750,0.046875,0.29028467725446233
751,0.0469375,0.2906604444531137
752,0.047,0.2910361668282718
753,0.0470625,0.29141184432199563
754,0.047125,0.291787476876351
755,0.0471875,0.2921630644334105
756,0.04725,0.292538606935254
757,0.0473125,0.29291410432396797
758,0.047375,0.2932895565416462
759,0.0474375,0.29366496353038896
760,0.0475,0.29404032523230395
761,0.0475625,0.29441564158950567
762,0.047625,0.29479091254411555
763,0.0476875,0.29516613803826225
764,0.04775,0.29554131801408107
765,0.0478125,0.2959164524137147
766,0.047875,0.2962915411793126
767,0.0479375,0.2966665842530315
768,0.048,0.2970415815770349
769,0.0480625,0.2974165330934936
770,0.048125,0.2977914387445853
771,0.0481875,0.2981662984724949
772,0.04825,0.2985411122194142
773,0.0483125,0.29891587992754237
774,0.048375,0.29929060153908543
775,0.0484375,0.2996652769962566
776,0.0485,0.30003990624127624
777,0.0485625,0.30041448921637176
778,0.048625,0.3007890258637778
779,0.0486875,0.3011635161257362
780,0.04875,0.30153795994449567
781,0.0488125,0.3019123572623124
782,0.048875,0.3022867080214495
783,0.0489375,0.30266101216417757
784,0.049,0.30303526963277394
785,0.0490625,0.3034094803695237
786,0.049125,0.3037836443167186
787,0.0491875,0.304157761416658
788,0.04925,0.3045318316116483
789,0.0493125,0.3049058548440031
790,0.049375,0.30527983105604356
791,0.0494375,0.30565376019009755
792,0.0495,0.30602764218850076
793,0.0495625,0.30640147699359566
794,0.049625,0.30677526454773235
795,0.0496875,0.30714900479326807
796,0.04975,0.3075226976725674
797,0.0498125,0.3078963431280021
798,0.049875,0.3082699411019515
799,0.0499375,0.308643491536802
800,0.05,0.3090169943749474
801,0.0500625,0.309390449558789
802,0.050125,0.30976385703073517
803,0.0501875,0.3101372167332019
804,0.05025,0.31051052860861234
805,0.0503125,0.3108837925993972
806,0.050375,0.3112570086479944
807,0.0504375,0.31163017669684934
808,0.0505,0.31200329668841487
809,0.0505625,0.31237636856515116
810,0.050625,0.31274939226952586
811,0.0506875,0.31312236774401403
812,0.05075,0.3134952949310981
813,0.050812500000000003,0.31386817377326814
814,0.050875000000000004,0.3142410042130215
815,0.050937500000000004,0.3146137861928629
816,0.051000000000000004,0.3149865196553048
817,0.051062500000000004,0.31535920454286703
818,0.051125000000000004,0.31573184079807687
819,0.051187500000000004,0.31610442836346914
820,0.051250000000000004,0.31647696718158613
821,0.051312500000000004,0.3168494571949777
822,0.051375000000000004,0.3172218983462011
823,0.051437500000000004,0.31759429057782146
824,0.051500000000000004,0.31796663383241097
